帖子id,post_category,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4e601000000001401a00f,69e4573a000000001401a417,62a04ab20000000021025de1,真会说话呢,2026.04.19,北京,0.0,,5
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4eab4000000001401cc29,69e4573a000000001401a417,69dcf4520000000032026260,我是蠕动的蛆虫[doge],2026.04.19,安徽,1.0,,13
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4ed67000000001401e82d,69e4573a000000001401a417,6248568200000000100067c9,窝趣，好牛逼的嘴,2026.04.19,广西,0.0,,8
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4fd560000000014018c1a,69e4573a000000001401a417,6046e2aa000000000101cf66,您真是语言的艺术,2026.04.20,广西,0.0,,8
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5b153000000001401c816,69e4573a000000001401a417,59cf48356eea88064c6a44f4,哇 好会说话！[皱眉R],2026.04.20,福建,0.0,,12
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5dde9000000001401e02b,69e4573a000000001401a417,58e050035e87e71ce9e7d86a,游心老师退出文坛我是不同意的,2026.04.20,河南,0.0,,14
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5f31f000000002b0350aa,69e4573a000000001401a417,5a88c2a311be1042d24d137d,会说！,2026.04.20,荷兰,0.0,,3
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e6e4ec000000001401e02a,69e4573a000000001401a417,5e58a2f200000000010043f8,幸好有点赞的功能，要是让我自己留言，我只会说666,2026.04.21,北京,0.0,,25
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e6f45f000000001401bc1d,69e4573a000000001401a417,5f50a44e000000000101fe14,你撤回来，让我说[偷笑R],2026.04.21,河北,0.0,,13
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e480f3000000001401b00e,69e4573a000000001401a417,66a72661000000001d030890,llllllllllllll）了））llllllllll,2026.04.19,北京,0.0,,28
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e47e180000000014019c1f,69e47b6f000000001401940b,692d7928000000000300c525,拿的是个奶瓶🍼吗[笑哭R],2026.04.19,广东,90.0,,13
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e47ec3000000001401a006,69e47b6f000000001401940b,640eef5400000000290130ae,胸前还挂了一个奶嘴[捂脸R][捂脸R],2026.04.19,浙江,50.0,,19
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e48233000000001401b826,69e47b6f000000001401940b,55aa4ede62a60c168f533845,哈哈哈哈好可爱啊[笑哭R],2026.04.19,北京,11.0,,13
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e48d54000000001401e814,69e47b6f000000001401940b,65e3059e00000000050083b2,机宝可爱捏,2026.04.19,上海,10.0,,5
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e49d4f0000000014018818,69e47b6f000000001401940b,64adf97f000000001403876c,行，就跟这个比赛,2026.04.19,广东,1.0,,8
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4a57d000000001401d825,69e47b6f000000001401940b,62a43a43000000001b029f0d,那是补给[doge],2026.04.19,广东,0.0,,10
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4af6f000000001401a402,69e47b6f000000001401940b,5b6937a648b27d0001f96035,是，跑到后面奶瓶找不到了[偷笑R],2026.04.19,山东,0.0,,17
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4b085000000001401ac25,69e47b6f000000001401940b,61af70b8000000001000c54f,几岁啦？这么小就参赛啦？有前途[点赞R],2026.04.19,四川,1.0,,20
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4b1e7000000001401a00b,69e47b6f000000001401940b,604d8387000000000100a4db,幼儿组,2026.04.19,湖南,0.0,,3
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4cb45000000001401c000,69e47b6f000000001401940b,5ba06a1110553a0001808fc8,好可爱,2026.04.19,浙江,0.0,,3
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4dc28000000001401e400,69e47b6f000000001401940b,5c65e016000000001002b234,敷面膜的我笑成鹅叫[捂脸R],2026.04.19,广东,0.0,,14
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4dc62000000001401e809,69e47b6f000000001401940b,5c65e016000000001002b234,这孩子后面的码农就没想过赢，纯纯是来萌死我们的[笑哭R],2026.04.19,广东,1.0,,28
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4dd89000000001401b825,69e47b6f000000001401940b,5e53839e00000000010074a6,这不魔丸么,2026.04.19,北京,0.0,,5
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4ec190000000014019006,69e47b6f000000001401940b,6420d8fd000000000d03e1d5,好可爱😍,2026.04.19,江苏,0.0,,4
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e572060000000014019818,69e47b6f000000001401940b,64603c6400000000290177ec,花儿对我笑，小鸟说早早早，你为什么背上小书包？我要去炸学校[笑哭R],2026.04.20,北京,0.0,,34
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e585840000000014019008,69e47b6f000000001401940b,61a3251f0000000021025747,哈哈哈哈哈哈哈我昨天看到一个豆包机器人,2026.04.20,江苏,1.0,,19
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5ba5d000000001401981b,69e47b6f000000001401940b,5df32bc70000000001005c81,哈哈哈哈哈哈好可爱,2026.04.20,广东,1.0,,9
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5feff000000001401e823,69e47b6f000000001401940b,68668cd6000000001d017915,小短腿,2026.04.20,福建,0.0,,3
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5ff11000000001401e01e,69e47b6f000000001401940b,68668cd6000000001d017915,拿着个奶瓶就出来上班了,2026.04.20,福建,0.0,,11
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e74aaf0000000014019816,69e47b6f000000001401940b,62c40cca000000001b02a8c3,太喜欢这个了[点赞R],2026.04.21,山东,0.0,,11
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e78c6e000000001401e42b,69e47b6f000000001401940b,62a7f7b0000000001b02b8f9,哈哈哈哈哈好小,2026.04.21,重庆,2.0,,7
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69ea0aef000000001401882f,69e47b6f000000001401940b,60a304e7000000000101d849,小哪吒,2026.04.23,黑龙江,0.0,,3
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5d6f6000000001401d421,69e5bf73000000001401940a,648b28de0000000011003037,太性情了你也,2026.04.20,江苏,5.0,,6
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e64204000000001401c412,69e5bf73000000001401940a,67c4545f000000000d00a71a,敏感是一个人的天赋[派对R],2026.04.20,河南,2.0,,14
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e64780000000001401dc05,69e5bf73000000001401940a,648b28de0000000011003037,是呢，敏感是一个好词,2026.04.20,江苏,1.0,,10
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69ea2128000000001401e011,69e5bf73000000001401940a,56820fa9b8c8b41b0d724695,太性感了[哭惹R],2026.04.23,山西,0.0,,9
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69f2c6a10000000027021a1d,69e5bf73000000001401940a,67bfff1b000000000e01e272,说得好感动啊[赞R],2026.04.30,吉林,1.0,,10
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69f2c6eb000000002a0276e8,69e5bf73000000001401940a,5af417c911be10381999484b,博主语气渲染得好[哭惹R],2026.04.30,江西,1.0,,13
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4abb1000000001401ac2c,69e47886000000001401b01e,64e465fb000000000101306b,[笑哭R]它的头是镂空的，所以从哪个面看都像在看你,2026.04.19,广西,65.0,,25
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e48932000000001401e022,69e47886000000001401b01e,614d51570000000002027677,白色毫毛，添福添寿。,2026.04.19,宁夏,3.0,,10
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4b3a8000000001401dc38,69e47886000000001401b01e,558580cd3397db232de1d0e6,你这么说我开心好多，我脸上有两根，好困扰，还很长,2026.04.19,北京,1.0,,24
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4dacd0000000014019413,69e47886000000001401b01e,65324747000000002a02a705,你看视频后半段头转回去了,2026.04.19,广东,2.0,,12
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4dc8e000000001401d80b,69e47886000000001401b01e,5c65e016000000001002b234,人里人气的[笑哭R],2026.04.19,广东,1.0,,10
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5949e000000001401cc03,69e47886000000001401b01e,5c9f2245000000001102569e,蔑视[偷笑R],2026.04.20,广东,1.0,,7
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e88272000000001401e00c,69e88206000000001401e421,66ee4eb9000000001d032cd4,谢谢您的鼓励,2026.04.22,北京,1.0,,6
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e80a300000000014018c0b,69e73a840000000014019012,5a9f6953e8ac2b29ec03cf81,嗯嗯能听出来一点 特别熟悉的感觉[偷笑R],2026.04.22,美国,1.0,,21
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e81dff000000001401dc11,69e73a840000000014019012,66ee4eb9000000001d032cd4,你也是浙江人了,2026.04.22,北京,0.0,,7
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e73c75000000001401e029,69e73a840000000014019012,66ee4eb9000000001d032cd4,您太聪明了，这能听出来吗,2026.04.21,北京,0.0,,12
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4e58f000000001401a80a,69e4e3310000000014018809,65fad636000000000600e8cb,这是珍贵录像[偷笑R],2026.04.19,广东,2.0,,11
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4f0f2000000001401c80f,69e4e3310000000014018809,5c0a88f7000000000601edee,马孔多,2026.04.19,广东,0.0,,3
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e59871000000001401e40d,69e596ed000000001401a41e,66ee4eb9000000001d032cd4,跑太快了，我掏出手机，他就跑走了[偷笑R],2026.04.20,北京,29.0,,21
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e855bd000000002b031349,69e596ed000000001401a41e,601525bd000000000101ff67,閃電真的太快了……從別人的視角看不明顯，從跑者的腳步一看簡直是絕望[石化R],2026.04.22,中国台湾,2.0,,38
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e62119000000001401b02f,69e596ed000000001401a41e,5d2c9d22000000001002e276,哈哈[大笑R],2026.04.20,北京,0.0,,7
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e6f6f7000000001401dc20,69e6f0dc000000001401d819,66ee4eb9000000001d032cd4,谢谢您的鼓励,2026.04.21,北京,2.0,,6
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5023b000000001401a017,69e4dd73000000001401c807,6676bfb6000000000d02690f,哈哈，铲它[笑哭了R]不过它应该有什么遇到障碍物跌倒后的代码，不会完全起不来,2026.04.20,江苏,0.0,,38
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e59ba3000000001401dc04,69e4dd73000000001401c807,65d040130000000005032c81,啊哈？哈哈哈哈哈哈哈哈[笑哭R],2026.04.20,四川,0.0,,16
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5db190000000014019429,69e4dd73000000001401c807,5be50393954c810001d2fad1,被踩一脚你自己骨折了[doge]挺重的,2026.04.20,福建,0.0,,19
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4a13a000000001401c002,69e499d3000000001401dc0b,686fb911000000000d02ceda,早晚的事情[笑哭R] 机器人只需要有一个学会了 所有的都会,2026.04.19,北京,38.0,,29
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e49bbb000000001401d424,69e499d3000000001401dc0b,56585a5a9eb5783fe89f9d84,会的，放心,2026.04.19,江苏,0.0,,5
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e49d28000000001401dc36,69e499d3000000001401dc0b,62aaee2c000000001b02a842,那个更难些,2026.04.19,广东,0.0,,5
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4b6f3000000001401e42f,69e499d3000000001401dc0b,625927ad0000000010007489,蒸汽机诞生时还不如马车呢[偷笑R],2026.04.19,湖北,7.0,,17
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e7f3b7000000001401d406,69e499d3000000001401dc0b,5b56599a6b58b751f9c0a981,这才第二年，都会有的,2026.04.22,新西兰,0.0,,10
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4af1a000000001401e818,69e499d3000000001401dc0b,5a215dec4eacab7fc9ebb472,它马拉松都跑了以后7*24看护比你做的好[笑哭R],2026.04.19,北京,1.0,,25
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4cffd000000001401e00b,69e499d3000000001401dc0b,65f8ef5f000000000600cedc,人形机器人技术爆发才第2年。所以你急什么？,2026.04.19,福建,5.0,,21
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4698b0000000014019809,69e46287000000001401cc26,54ec187fd39ea23226504c59,白天工，红荣耀，黑宇树。,2026.04.19,湖南,37.0,,12
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4701f000000001401d428,69e46287000000001401cc26,5a2e98b0b1da1443773fa762,就这三家跑的正常一点吧，其他的机器人感觉都是来整活的[doge],2026.04.19,江苏,18.0,,32
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5b1bf000000001401b800,69e46287000000001401cc26,59cf48356eea88064c6a44f4,增添乐趣啊[笑哭R] 我看的很开心[笑哭R][笑哭R][笑哭R],2026.04.20,福建,1.0,,32
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e6062f0000000014019c16,69e4c709000000001401ac19,5a25445311be1046d96b3d85,謝謝好專業啊[大笑R],2026.04.20,中国香港,0.0,,11
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e6025e000000001401a80a,69e4c709000000001401ac19,584d1de450c4b449046eeb2e,这是天工，去年的冠军,2026.04.20,广西,1.0,,10
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e48904000000001401a809,69e47960000000001401e42c,5ecfe82c0000000001003456,机器人才不会追你，直接远程把你秒了[偷笑R],2026.04.19,天津,8.0,,22
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e670ae000000001401dc06,69e62ee1000000001401e839,66ee4eb9000000001d032cd4,谢谢鼓励,2026.04.21,北京,0.0,,4
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e46f79000000001401d42c,69e4647a000000001401bc13,66ee4eb9000000001d032cd4,不是这个,2026.04.19,北京,4.0,,4
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e46d05000000001401e030,69e4647a000000001401bc13,64a4d3c4000000001001ecae,人跑崩的更多,2026.04.19,浙江,0.0,,6
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e47619000000001401dc10,69e4647a000000001401bc13,63f87b01000000001801bf8e,有好几队用的是同一款，不是这台,2026.04.19,广东,5.0,,15
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e49c77000000001401c00c,69e4647a000000001401bc13,6122783a000000002002d11d,这个跑得最快，其他的都是慢动作。这台是自导航组，怼护栏的原因可能是北斗运动大厦和下穿地铁信号的干扰。应该是车上的备份机继续比赛去了，故障机在放路边躺了很久,2026.04.19,北京,2.0,,77
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e46cb90000000014019428,69e455a90000000014019419,5b49b1fef7e8b916796a619d,他身后得加个火箭[笑哭R],2026.04.19,北京,3.0,,13
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5db98000000001401b018,69e455a90000000014019419,63f3e770000000001400ee53,荣耀是自主50分钟，遥控48分钟。,2026.04.20,广东,0.0,,17
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5eb8e000000001401c82a,69e455a90000000014019419,5ad9610e11be105679759d79,厉害厉害,2026.04.20,四川,0.0,,4
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5aed4000000001401c42c,69e455a90000000014019419,5ad9610e11be105679759d79,荣耀那家伙57分钟，人类世界纪录才58分钟呢……你让这位大爷怎么跑赢人家[笑哭R][捂脸R][捂脸R][捂脸R],2026.04.20,四川,2.0,,56
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e449b8000000001401e408,69e443c50000000014019c00,66ee4eb9000000001d032cd4,今天气温高,2026.04.19,北京,1.0,,5
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e44b70000000001401d824,69e443c50000000014019c00,5ac8fd874eacab7e1c3a781a,太牛了这个配速,2026.04.19,北京,0.0,,7
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e44f84000000001401d42f,69e443c50000000014019c00,64e357400000000002012a84,天气热心率很容易上去[捂脸R],2026.04.19,广东,0.0,,15
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e47be1000000001401dc1e,69e443c50000000014019c00,61cefc3400000000100055e6,多少度？,2026.04.19,广东,0.0,,4
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e48070000000001401e430,69e45b5d000000001401c403,5c987c990000000016025530,白天工，红荣耀，黑宇树,2026.04.19,江苏,4.0,,11
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e46c44000000001401bc26,69e45b5d000000001401c403,5f3c96650000000001002564,这不是宇树的吧,2026.04.19,北京,3.0,,7
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5dc1f0000000014018807,69e45b5d000000001401c403,63f3e770000000001400ee53,你就使劲舔吧。自主和遥控双第一都是荣耀，前六名荣耀包揽了，至于宇树半路故障抬下场了，热搜和水军倒是挺多。,2026.04.20,广东,0.0,,52
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4b045000000001401e424,69e4b0000000000014019808,66ee4eb9000000001d032cd4,谢谢鼓励,2026.04.19,北京,1.0,,4
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4cc85000000001401e81a,69e4cb22000000001401cc19,68b388ef000000001901f03a,抱歉占用了社会资源，大家晚上好，实在很无助来到这里求大家！！点开头像看一眼，[合十R][合十R]能拉的话拉一把[哭惹R]娃在lcu.再不缴费就不行了[哭惹R]。实在一点没有了，一个人在楼道口痛哭，命运为何如此不公，。[哭惹R][哭惹R]，。[哭惹R],2026.04.19,广西,0.0,,125
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4dcb1000000001401c037,69e4cb22000000001401cc19,583464b182ec3957efb4bf95,你天天在icu都几个月了，还把笔记删的干嘛,2026.04.19,上海,1.0,,21
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e670a7000000001401d405,69e62b19000000001401a81f,66ee4eb9000000001d032cd4,谢谢鼓励,2026.04.21,北京,0.0,,4
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e59885000000001401d417,69e58687000000001401e81c,66ee4eb9000000001d032cd4,是的,2026.04.20,北京,0.0,,2
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e5f023000000001401901f,69e5b464000000001401a822,5f1667e200000000010020ec,这机器人倒腾得挺快,2026.04.20,湖南,0.0,,9
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4e532000000001401bc48,69e4e27c000000001401ac12,56553c09a40e183f7c1e3abe,[笑哭R],2026.04.19,江苏,0.0,,5
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4894a000000001401ac24,69e480d7000000001401e02e,5ecfe82c0000000001003456,你可以想象一下，真正战场，一个机器人摔倒后碰到一群机器人，然后那群机器人应激乱开枪的场面[偷笑R],2026.04.19,天津,13.0,,49
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e48e06000000001401a822,69e480d7000000001401e02e,60102f9d0000000001000c95,可以想象，不过也可以想象它可以批量生产，可以在战场拆故障机器人的部件模块化替换，可以没有死亡恐惧和道德压力,2026.04.19,广东,8.0,,53
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e49003000000001401c421,69e480d7000000001401e02e,65b66b52000000000d01fa9f,战场上不拿抢，拿的是TNT[doge],2026.04.19,上海,1.0,,19
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e49d450000000014019022,69e480d7000000001401e02e,6349890f0000000018028121,这个得挺久的[doge],2026.04.19,广东,0.0,,12
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4a6e7000000001401c43b,69e480d7000000001401e02e,5d0c108f0000000012003bb7,早就有了。机器人主要强调无人，不一定非要做成人形，无人机也是机器人的一种。买点无人机带上炸弹，用电脑集群操控就行了，最多再租个卫星扫描一下对面确定位置，这都是战场上已经出现过的东西了,2026.04.19,澳大利亚,4.0,,91
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4b985000000001401b810,69e480d7000000001401e02e,677de53e000000000803d95f,感觉人形机器人就是用来幻想的玩具，人身体的通用性很难复制，人的肌群非常多，完全没必要做成通用型的,2026.04.19,陕西,0.0,,48
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4cb07000000001401ac04,69e480d7000000001401e02e,57b7a74a5e87e723edfae283,并不会[捂脸R]因为很多都是人远程操控,2026.04.19,北京,0.0,,19
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4dbcb000000001401880c,69e480d7000000001401e02e,61515cf1000000000201bd88,现在还不行,2026.04.19,四川,0.0,,5
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4e806000000001401882c,69e480d7000000001401e02e,5ecfe82c0000000001003456,因为这个做复合我对跑步机器人的印象[偷笑R],2026.04.19,天津,0.0,,22
69e44278000000001a0217bb,强势,"机器人超过我的瞬间

",6019.0,372.0,2,69e4f8e30000000014019813,69e480d7000000001401e02e,5c42420d0000000006001a37,战场中现在都是飞的机器人，追着你飞然后投弹,2026.04.19,加拿大,0.0,,21
